first_name,last_name,email,phone,company,job_title,source,status,assigned_to_email,created_at
Chedi,Ghali,chedi.ghali370@prospects.tn,+21681781480,BlueWave,CEO,Referral,active,haithemessaied@test.com,2026-05-13T00:00:00Z
Sirine,Karoui,sirine.karoui371@prospects.tn,+21617802335,FinTrust,CTO,Cold Call,lost,mohamed@test.com,2025-11-18T00:00:00Z
Lina,Mejri,lina.mejri372@prospects.tn,+21659772307,NextGen Solutions,Product Owner,Cold Call,lost,test@test.com,2026-02-08T00:00:00Z
Lina,Sfar,lina.sfar373@prospects.tn,+21624536468,TechNova,CFO,LinkedIn,converted,haithemessaied@test.com,2026-04-03T00:00:00Z
Rim,Zouari,rim.zouari374@prospects.tn,+21613157465,FinTrust,Procurement Lead,Cold Call,lost,mohamed@test.com,2025-12-31T00:00:00Z
Chaima,Zouari,chaima.zouari375@prospects.tn,+21639879547,Sahara Systems,Procurement Lead,Cold Call,lost,test@test.com,2025-11-24T00:00:00Z
Ines,Ferchichi,ines.ferchichi376@prospects.tn,+21670071334,BlueWave,Sales Director,LinkedIn,active,haithemessaied@test.com,2026-02-21T00:00:00Z
Bassem,Brahmi,bassem.brahmi377@prospects.tn,+21666968770,CloudReef,IT Manager,LinkedIn,active,mohamed@test.com,2026-03-17T00:00:00Z
Nour,Tlili,nour.tlili378@prospects.tn,+21636423809,Oryx Digital,Sales Director,LinkedIn,new,test@test.com,2026-05-22T00:00:00Z
Nidhal,Mejri,nidhal.mejri379@prospects.tn,+21664811560,BlueWave,Procurement Lead,Referral,converted,haithemessaied@test.com,2026-03-23T00:00:00Z
Bilel,Selmi,bilel.selmi380@prospects.tn,+21665307200,FinTrust,Sales Director,Referral,converted,mohamed@test.com,2026-03-26T00:00:00Z
Rim,Larbi,rim.larbi381@prospects.tn,+21677266962,Oryx Digital,Marketing Manager,Web,lost,test@test.com,2025-12-06T00:00:00Z
Takwa,Ayari,takwa.ayari382@prospects.tn,+21602726764,Oryx Digital,CFO,LinkedIn,converted,haithemessaied@test.com,2026-02-19T00:00:00Z
Bilel,Sfar,bilel.sfar383@prospects.tn,+21642916802,DataPulse,CFO,Referral,new,mohamed@test.com,2026-05-18T00:00:00Z
Donia,Feki,donia.feki384@prospects.tn,+21684484912,Carthage IT,IT Manager,Cold Call,active,test@test.com,2026-03-27T00:00:00Z
Sirine,Hamdi,sirine.hamdi385@prospects.tn,+21688138199,SmartGrid,Sales Director,Referral,new,haithemessaied@test.com,2026-05-18T00:00:00Z
Rania,Jelassi,rania.jelassi386@prospects.tn,+21668889270,FinTrust,CEO,Cold Call,new,mohamed@test.com,2026-05-21T00:00:00Z
Dorra,Sfar,dorra.sfar387@prospects.tn,+21687375641,CloudReef,Product Owner,Event,active,test@test.com,2026-03-27T00:00:00Z
Wassim,Sassi,wassim.sassi388@prospects.tn,+21633291644,ByteForge,Sales Director,LinkedIn,new,haithemessaied@test.com,2026-05-28T00:00:00Z
Jihen,Sfar,jihen.sfar389@prospects.tn,+21622851035,LogiTrans,Founder,Referral,converted,mohamed@test.com,2026-01-17T00:00:00Z
Marwen,Ghali,marwen.ghali390@prospects.tn,+21630305578,AgriTech Plus,CEO,Cold Call,active,test@test.com,2026-02-20T00:00:00Z
Rania,Issaoui,rania.issaoui391@prospects.tn,+21640807044,Medina Soft,Marketing Manager,Web,converted,haithemessaied@test.com,2026-01-29T00:00:00Z
Sabri,Feki,sabri.feki392@prospects.tn,+21625349943,Carthage IT,Operations Manager,Cold Call,new,mohamed@test.com,2026-05-28T00:00:00Z
Lina,Aouadi,lina.aouadi393@prospects.tn,+21660836811,NextGen Solutions,Marketing Manager,Referral,active,test@test.com,2026-02-08T00:00:00Z
Yosr,Ghali,yosr.ghali394@prospects.tn,+21633744347,Oryx Digital,CEO,Event,lost,haithemessaied@test.com,2026-02-18T00:00:00Z
Takwa,Sassi,takwa.sassi395@prospects.tn,+21627233735,NextGen Solutions,Marketing Manager,Referral,converted,mohamed@test.com,2026-01-22T00:00:00Z
Yosr,Hachicha,yosr.hachicha396@prospects.tn,+21602572520,AgriTech Plus,CTO,Referral,active,test@test.com,2026-04-21T00:00:00Z
Bilel,Ferchichi,bilel.ferchichi397@prospects.tn,+21643405950,Oryx Digital,CEO,Event,new,haithemessaied@test.com,2026-06-01T00:00:00Z
Emna,Aouadi,emna.aouadi398@prospects.tn,+21697578096,NextGen Solutions,CTO,Cold Call,active,mohamed@test.com,2026-03-05T00:00:00Z
Seif,Yahyaoui,seif.yahyaoui399@prospects.tn,+21662898751,CloudReef,Marketing Manager,Referral,active,test@test.com,2026-03-09T00:00:00Z
Bassem,Sassi,bassem.sassi400@prospects.tn,+21619088204,NextGen Solutions,Marketing Manager,Cold Call,converted,haithemessaied@test.com,2026-04-19T00:00:00Z
Bassem,Ghali,bassem.ghali401@prospects.tn,+21609627688,TechNova,Product Owner,Referral,active,mohamed@test.com,2026-04-07T00:00:00Z
Walid,Yahyaoui,walid.yahyaoui402@prospects.tn,+21638089035,Carthage IT,Sales Director,Web,lost,test@test.com,2026-03-20T00:00:00Z
Bassem,Mabrouk,bassem.mabrouk403@prospects.tn,+21691498516,BlueWave,CEO,Web,lost,haithemessaied@test.com,2026-03-04T00:00:00Z
Donia,Ghali,donia.ghali404@prospects.tn,+21674781219,NextGen Solutions,CTO,Web,active,mohamed@test.com,2026-02-27T00:00:00Z
Seif,Elloumi,seif.elloumi405@prospects.tn,+21671465909,Oryx Digital,CEO,Cold Call,lost,test@test.com,2025-11-15T00:00:00Z
Anis,Guesmi,anis.guesmi406@prospects.tn,+21682304818,Sahara Systems,Procurement Lead,Referral,converted,haithemessaied@test.com,2026-02-14T00:00:00Z
Sabri,Aouadi,sabri.aouadi407@prospects.tn,+21640509817,CloudReef,IT Manager,LinkedIn,converted,mohamed@test.com,2026-01-26T00:00:00Z
Yosr,Larbi,yosr.larbi408@prospects.tn,+21604187892,AgriTech Plus,Sales Director,Cold Call,lost,test@test.com,2025-10-22T00:00:00Z
Takwa,Ferchichi,takwa.ferchichi409@prospects.tn,+21675621236,Carthage IT,Product Owner,Event,active,haithemessaied@test.com,2026-03-26T00:00:00Z
Ghada,Rekik,ghada.rekik410@prospects.tn,+21663623074,Sahara Systems,Operations Manager,Web,lost,mohamed@test.com,2026-01-16T00:00:00Z
Sirine,Hachicha,sirine.hachicha411@prospects.tn,+21659365795,DataPulse,Marketing Manager,Referral,new,test@test.com,2026-05-23T00:00:00Z
Mariem,Jelassi,mariem.jelassi412@prospects.tn,+21609878283,NextGen Solutions,Product Owner,Referral,converted,haithemessaied@test.com,2026-05-03T00:00:00Z
Sabri,Chaouch,sabri.chaouch413@prospects.tn,+21688793159,FinTrust,Founder,Web,lost,mohamed@test.com,2025-12-28T00:00:00Z
Marwen,Mejri,marwen.mejri414@prospects.tn,+21696813313,LogiTrans,Product Owner,Referral,converted,test@test.com,2026-04-25T00:00:00Z
Fares,Oueslati,fares.oueslati415@prospects.tn,+21643925063,LogiTrans,Marketing Manager,Cold Call,lost,haithemessaied@test.com,2025-12-24T00:00:00Z
Hamza,Mabrouk,hamza.mabrouk416@prospects.tn,+21650644915,Carthage IT,CEO,Referral,active,mohamed@test.com,2026-03-18T00:00:00Z
Seif,Yahyaoui,seif.yahyaoui417@prospects.tn,+21607570041,NextGen Solutions,Marketing Manager,Event,new,test@test.com,2026-06-04T00:00:00Z
Hatem,Zouari,hatem.zouari418@prospects.tn,+21695934613,DataPulse,Product Owner,Referral,active,haithemessaied@test.com,2026-05-05T00:00:00Z
Maha,Brahmi,maha.brahmi419@prospects.tn,+21606903195,TechNova,IT Manager,Cold Call,active,mohamed@test.com,2026-03-10T00:00:00Z
Chedi,Feki,chedi.feki420@prospects.tn,+21699165101,CloudReef,CFO,Referral,active,test@test.com,2026-05-01T00:00:00Z
Firas,Yahyaoui,firas.yahyaoui421@prospects.tn,+21657621726,Oryx Digital,Procurement Lead,LinkedIn,lost,haithemessaied@test.com,2025-11-13T00:00:00Z
Skander,Sassi,skander.sassi422@prospects.tn,+21634347260,LogiTrans,CEO,LinkedIn,new,mohamed@test.com,2026-05-20T00:00:00Z
Donia,Jelassi,donia.jelassi423@prospects.tn,+21600933586,Oryx Digital,Founder,Event,new,test@test.com,2026-05-25T00:00:00Z
Lina,Mabrouk,lina.mabrouk424@prospects.tn,+21674560391,ByteForge,CEO,Event,lost,haithemessaied@test.com,2026-01-05T00:00:00Z
Sabri,Riahi,sabri.riahi425@prospects.tn,+21679396940,LogiTrans,Procurement Lead,LinkedIn,converted,mohamed@test.com,2026-02-08T00:00:00Z
Firas,Gabsi,firas.gabsi426@prospects.tn,+21619412817,AgriTech Plus,CTO,LinkedIn,new,test@test.com,2026-05-20T00:00:00Z
Yassine,Karoui,yassine.karoui427@prospects.tn,+21670018214,HealthSync,CEO,LinkedIn,converted,haithemessaied@test.com,2026-01-28T00:00:00Z
Chedi,Hachicha,chedi.hachicha428@prospects.tn,+21608453639,NextGen Solutions,Operations Manager,Event,new,mohamed@test.com,2026-05-18T00:00:00Z
Jihen,Sfar,jihen.sfar429@prospects.tn,+21698308147,Carthage IT,Marketing Manager,Cold Call,new,test@test.com,2026-05-30T00:00:00Z
Zied,Limam,zied.limam430@prospects.tn,+21652759773,Medina Soft,Founder,Cold Call,active,haithemessaied@test.com,2026-04-29T00:00:00Z
Takwa,Hachicha,takwa.hachicha431@prospects.tn,+21665813277,Medina Soft,IT Manager,Referral,converted,mohamed@test.com,2026-01-28T00:00:00Z
Rania,Chaabane,rania.chaabane432@prospects.tn,+21690084475,LogiTrans,IT Manager,Event,converted,test@test.com,2026-02-11T00:00:00Z
Karim,Ghali,karim.ghali433@prospects.tn,+21612594902,ByteForge,Product Owner,Referral,converted,haithemessaied@test.com,2026-01-18T00:00:00Z
Lina,Ghali,lina.ghali434@prospects.tn,+21652007739,DataPulse,Sales Director,Referral,converted,mohamed@test.com,2026-04-28T00:00:00Z
Wassim,Issaoui,wassim.issaoui435@prospects.tn,+21610111596,FinTrust,CTO,LinkedIn,active,test@test.com,2026-05-09T00:00:00Z
Emna,Chaouch,emna.chaouch436@prospects.tn,+21676807707,DataPulse,IT Manager,Event,new,haithemessaied@test.com,2026-05-24T00:00:00Z
Zied,Selmi,zied.selmi437@prospects.tn,+21633457216,Oryx Digital,Operations Manager,Event,converted,mohamed@test.com,2026-03-22T00:00:00Z
Khalil,Haddad,khalil.haddad438@prospects.tn,+21609034229,AgriTech Plus,Marketing Manager,Cold Call,new,test@test.com,2026-05-20T00:00:00Z
Karim,Zouari,karim.zouari439@prospects.tn,+21665533615,Medina Soft,CTO,Web,lost,haithemessaied@test.com,2026-01-07T00:00:00Z
Iheb,Naffati,iheb.naffati440@prospects.tn,+21669969423,AgriTech Plus,IT Manager,LinkedIn,new,mohamed@test.com,2026-05-29T00:00:00Z
Rim,Sassi,rim.sassi441@prospects.tn,+21683135499,FinTrust,Product Owner,Web,converted,test@test.com,2026-03-27T00:00:00Z
Iheb,Mejri,iheb.mejri442@prospects.tn,+21679431439,Medina Soft,Product Owner,Web,lost,haithemessaied@test.com,2025-12-23T00:00:00Z
Bilel,Chaabane,bilel.chaabane443@prospects.tn,+21653375663,SmartGrid,CFO,Event,converted,mohamed@test.com,2026-04-30T00:00:00Z
Jihen,Gabsi,jihen.gabsi444@prospects.tn,+21621782060,BlueWave,Marketing Manager,Cold Call,active,test@test.com,2026-05-05T00:00:00Z
Karim,Limam,karim.limam445@prospects.tn,+21659725512,Sahara Systems,Product Owner,Referral,active,haithemessaied@test.com,2026-04-19T00:00:00Z
Yosr,Larbi,yosr.larbi446@prospects.tn,+21634628820,TechNova,Marketing Manager,LinkedIn,active,mohamed@test.com,2026-03-02T00:00:00Z
Fares,Hachicha,fares.hachicha447@prospects.tn,+21602148040,AgriTech Plus,CEO,Event,lost,test@test.com,2026-02-15T00:00:00Z
Nour,Chaabane,nour.chaabane448@prospects.tn,+21689117486,ByteForge,Product Owner,Web,converted,haithemessaied@test.com,2026-01-09T00:00:00Z
Rania,Selmi,rania.selmi449@prospects.tn,+21690585777,FinTrust,CEO,LinkedIn,converted,mohamed@test.com,2026-01-23T00:00:00Z
Ines,Larbi,ines.larbi450@prospects.tn,+21688955525,CloudReef,Marketing Manager,Referral,new,test@test.com,2026-05-23T00:00:00Z
